#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_040068375.1.fna	JBEAEA010000001.1	86698	88049	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_040068375.1.fna	JBEAEA010000001.1	100798	101661	-	(rfbA)	7-870/873	===============	0/0	98.97	89.93	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_040068375.1.fna	JBEAEA010000007.1	4966	5349	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040068375.1.fna	JBEAEA010000007.1	5771	6307	+	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_040068375.1.fna	JBEAEA010000011.1	286	995	+	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_040068375.1.fna	JBEAEA010000032.1	15152	16203	-	(ompA)	1-1046/1071	========/======	5/24	96.83	86.52	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_040068375.1.fna	JBEAEA010000038.1	28546	29611	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_900299105.1.fna	OMIQ01000032.1	28553	29618	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.79	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_900299105.1.fna	OMIQ01000032.1	83545	84966	+	(tssC)	61-1482/1482	===============	0/0	95.95	84.11	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_900299105.1.fna	OMIQ01000032.1	85022	85525	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.50	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900299105.1.fna	OMIQ01000039.1	50020	50729	-	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900299105.1.fna	OMIQ01000060.1	13220	13603	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_900299105.1.fna	OMIQ01000074.1	7453	8036	+	(BJAB07104_RS00515)	1-584/615	===============	0/0	94.96	82.36	VFG038020(gb|WP_000595803)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_900299105.1.fna	OMIQ01000074.1	16857	18208	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.06	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_900299105.1.fna	OMIQ01000130.1	114	2908	+	(vgrG/tssI)	56-2851/3282	========/=====.	1/1	85.16	84.23	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_900299105.1.fna	OMIQ01000135.1	14088	15145	-	(ompA)	1-1046/1071	========/======	6/30	96.83	85.10	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_900444865.1.fna	UFRL01000001.1	67235	68586	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	80.77	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_900444865.1.fna	UFRL01000002.1	173506	176826	+	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	84.04	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900444865.1.fna	UFRL01000002.1	221719	222621	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900444865.1.fna	UFRL01000002.1	743502	744559	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_900444865.1.fna	UFRL01000002.1	763762	764145	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_900444865.1.fna	UFRL01000002.1	764567	765103	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_900444865.1.fna	UFRL01000002.1	2382779	2383844	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_900444865.1.fna	UFRL01000002.1	2551694	2552403	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900444875.1.fna	UFRZ01000001.1	127363	130683	+	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	84.04	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900444875.1.fna	UFRZ01000001.1	175576	176478	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900444875.1.fna	UFRZ01000001.1	697359	698416	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_900444875.1.fna	UFRZ01000001.1	717619	718002	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_900444875.1.fna	UFRZ01000001.1	718424	718960	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_900444875.1.fna	UFRZ01000001.1	2365672	2366737	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_900444875.1.fna	UFRZ01000001.1	2533270	2533979	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_900444875.1.fna	UFRZ01000001.1	3234452	3235803	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	80.77	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_901873405.1.fna	CABFLT010000029.1	30555	31272	+	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_901873405.1.fna	CABFLT010000029.1	131220	132271	+	(ompA)	1-1046/1071	========/======	5/24	96.83	86.24	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_901873405.1.fna	CABFLT010000029.1	151474	151857	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_901873405.1.fna	CABFLT010000029.1	152279	152815	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_901873405.1.fna	CABFLT010000032.1	3086	6406	-	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	86.54	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_901873405.1.fna	CABFLT010000039.1	12746	13811	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_901873405.1.fna	CABFLT010000051.1	24900	25609	+	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_902374105.1.fna	CABKOY010000039.1	68936	70294	-	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	80.96	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_902374105.1.fna	CABKOY010000043.1	345649	346551	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.31	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_902374105.1.fna	CABKOY010000044.1	149745	150778	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_902374105.1.fna	CABKOY010000044.1	171218	171601	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_902374105.1.fna	CABKOY010000044.1	172023	172559	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_902374105.1.fna	CABKOY010000044.1	1749666	1750731	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.79	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_902374105.1.fna	CABKOY010000044.1	1922980	1923689	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_937927325.1.fna	CALBEA010000007.1	60329	61038	+	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_937927325.1.fna	CALBEA010000015.1	36038	37389	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_937927325.1.fna	CALBEA010000015.1	50312	51178	-	(rfbA)	7-873/873	===============	0/0	99.31	81.43	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_937927325.1.fna	CALBEA010000027.1	21459	21995	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_937927325.1.fna	CALBEA010000027.1	22417	22800	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_937927325.1.fna	CALBEA010000036.1	1938	4997	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.94	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_937927325.1.fna	CALBEA010000050.1	6829	7894	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_937927325.1.fna	CALBEA010000052.1	14802	15859	-	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_937976425.1.fna	CALJRZ010000018.1	366	1439	+	(lpxB)	1-1074/1173	==============.	0/0	91.56	95.53	VFG013387(gb|WP_012055378)	lipid-A-disaccharide	synthase [LOS (VF0044)_Immune modulation (VFC0258)]~~~[Haemophilus influenzae PittGG]	
GCA_937976425.1.fna	CALJRZ010000047.1	232	941	+	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_937976425.1.fna	CALJRZ010000087.1	30	1095	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_937976425.1.fna	CALJRZ010000250.1	191	1375	+	(bexD')	1-1185/1185	===============	0/0	100.00	92.24	VFG000687(gb|AAP42180)	BexD'	[Capsule (VF0043)_Immune modulation (VFC0258)]~~~[Haemophilus influenzae str. 1007]	
GCA_937976425.1.fna	CALJRZ010000250.1	1390	2523	+	(bexC')	1-1134/1134	===============	0/0	100.00	88.54	VFG000686(gb|AAP42179)	BexC'	[Capsule (VF0043)_Immune modulation (VFC0258)]~~~[Haemophilus influenzae str. 1007]	
GCA_937976425.1.fna	CALJRZ010000389.1	2048	3399	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_937976425.1.fna	CALJRZ010000415.1	1	380	+	(pilG)	5-384/384	===============	0/0	98.96	82.63	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_937976425.1.fna	CALJRZ010000510.1	669	3728	-	(vgrG/tssI)	1-3060/3327	========/=====.	2/2	91.94	82.95	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_958369725.1.fna	CATXIZ010000001.1	258176	259078	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.42	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_958369725.1.fna	CATXIZ010000002.1	339318	340383	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_958369725.1.fna	CATXIZ010000008.1	11605	12141	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_958369725.1.fna	CATXIZ010000008.1	12563	12946	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_958369725.1.fna	CATXIZ010000008.1	32151	33196	-	(ompA)	1-1046/1071	===============	0/0	97.67	98.57	VFG038180(gb|WP_000777877)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_958369725.1.fna	CATXIZ010000010.1	113223	113932	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_958369725.1.fna	CATXIZ010000012.1	85958	87309	+	(ABBFA_RS17100)	13-1364/1371	========/======	2/2	98.54	81.23	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_958369725.1.fna	CATXIZ010000012.1	96163	96762	-	(ABAYE_RS18890)	7-600/615	========/======	1/6	96.59	81.00	VFG037974(gb|WP_000919783)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AYE]	
GCA_963517235.1.fna	CAUQFF010000002.1	60357	61066	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_963517235.1.fna	CAUQFF010000007.1	63628	64986	-	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	80.88	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_963517235.1.fna	CAUQFF010000017.1	39172	39889	-	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_963517235.1.fna	CAUQFF010000040.1	11777	12313	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_963517235.1.fna	CAUQFF010000040.1	12735	13118	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_963517235.1.fna	CAUQFF010000045.1	10000	10902	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_963517235.1.fna	CAUQFF010000048.1	160	1193	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_963517235.1.fna	CAUQFF010000055.1	15282	18609	+	(vgrG/tssI)	1-3327/3327	========/======	1/1	100.00	86.42	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_963517235.1.fna	CAUQFF010000078.1	5910	6975	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_963923705.1.fna	CAWULN010000008.1	28103	29168	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.88	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_963923705.1.fna	CAWULN010000017.1	25172	26523	+	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.06	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_963923705.1.fna	CAWULN010000017.1	35344	35927	-	(BJAB07104_RS00515)	1-584/615	===============	0/0	94.96	82.36	VFG038020(gb|WP_000595803)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_963923705.1.fna	CAWULN010000030.1	18190	19247	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.10	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_963923705.1.fna	CAWULN010000038.1	899	1402	-	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.70	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_963923705.1.fna	CAWULN010000038.1	1458	2879	-	(tssC)	61-1482/1482	===============	0/0	95.95	84.11	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_963923705.1.fna	CAWULN010000047.1	5842	6551	-	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
